timedifference,trialnumber,blocknumber,xpos,ypos
5,7,1,924,789
5,7,1,924,769
5,7,1,928,746
5,7,1,934,720
5,7,1,944,687
5,7,1,953,650
5,7,1,965,610
5,7,1,977,567
5,7,1,989,526
5,7,1,999,489
5,7,1,1000,455
5,7,1,1002,423
5,7,1,1000,397
5,7,1,997,377
5,7,1,995,359
5,7,1,995,346
5,7,1,995,335
5,7,1,995,324
5,7,1,995,313
5,7,1,996,300
5,7,1,1000,286
5,7,1,1002,273
5,7,1,1002,260
5,7,1,1003,246
5,7,1,1005,235
5,7,1,1008,226
5,7,1,1010,219
5,7,1,1013,214
5,7,1,1014,208
5,7,1,1015,206
5,7,1,1018,203
5,7,1,1018,202
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1019,201
5,7,1,1018,200
5,7,1,1015,200
5,7,1,1008,196
5,7,1,999,192
5,7,1,988,187
5,7,1,972,177
5,7,1,950,165
5,7,1,924,147
5,7,1,894,133
5,7,1,860,105
5,7,1,820,81
5,7,1,778,61
5,7,1,734,33
5,7,1,686,9
5,7,1,634,0
5,7,1,578,0
5,7,1,518,0
5,7,1,456,0
0,8,1,991,827
5,8,1,984,801
5,8,1,978,774
5,8,1,974,748
5,8,1,970,720
5,8,1,966,694
5,8,1,962,669
5,8,1,958,645
5,8,1,956,619
5,8,1,952,597
5,8,1,948,573
5,8,1,945,550
5,8,1,943,526
5,8,1,939,502
5,8,1,935,480
5,8,1,933,461
5,8,1,933,447
5,8,1,933,436
5,8,1,933,421
5,8,1,937,405
5,8,1,941,389
5,8,1,950,370
5,8,1,960,354
5,8,1,972,330
5,8,1,984,311
5,8,1,995,289
5,8,1,1009,268
5,8,1,1021,246
5,8,1,1035,226
5,8,1,1047,205
5,8,1,1056,187
5,8,1,1064,176
5,8,1,1066,164
5,8,1,1066,160
5,8,1,1066,158
5,8,1,1063,157
5,8,1,1055,154
5,8,1,1048,152
5,8,1,1040,151
5,8,1,1026,149
5,8,1,1013,147
5,8,1,995,147
5,8,1,977,147
5,8,1,955,145
5,8,1,931,145
5,8,1,907,143
5,8,1,881,139
5,8,1,855,135
5,8,1,831,129
5,8,1,809,123
5,8,1,794,115
5,8,1,784,107
5,8,1,781,102
5,8,1,781,96
5,8,1,788,86
5,8,1,806,72
5,8,1,832,60
5,8,1,868,42
5,8,1,912,28
5,8,1,962,14
5,8,1,1022,2
5,8,1,1089,0
5,8,1,1167,0
5,8,1,1250,0
5,8,1,1338,0
5,8,1,1426,0
0,9,1,919,882
5,9,1,915,873
5,9,1,913,865
5,9,1,913,861
5,9,1,912,858
5,9,1,912,857
5,9,1,912,855
5,9,1,912,854
5,9,1,912,853
5,9,1,912,852
5,9,1,912,851
5,9,1,912,849
5,9,1,912,847
5,9,1,914,841
5,9,1,917,830
5,9,1,921,816
5,9,1,927,802
5,9,1,931,782
5,9,1,934,762
5,9,1,940,738
5,9,1,944,711
5,9,1,948,681
5,9,1,952,649
5,9,1,958,622
5,9,1,964,582
5,9,1,968,549
5,9,1,974,515
5,9,1,977,486
5,9,1,981,456
5,9,1,985,426
5,9,1,987,396
5,9,1,989,366
5,9,1,991,338
5,9,1,993,313
5,9,1,995,289
5,9,1,999,267
5,9,1,1003,245
5,9,1,1007,225
5,9,1,1013,206
5,9,1,1018,188
5,9,1,1026,166
5,9,1,1032,143
5,9,1,1038,123
5,9,1,1044,103
5,9,1,1052,85
5,9,1,1061,68
5,9,1,1073,50
5,9,1,1085,33
5,9,1,1101,11
5,9,1,1119,0
5,9,1,1137,0
5,9,1,1159,0
5,9,1,1179,0
5,9,1,1201,0
5,9,1,1223,0
5,9,1,1247,0
5,9,1,1271,0
5,9,1,1294,0
5,9,1,1324,0
5,9,1,1360,0
5,9,1,1399,0
5,9,1,1447,0
0,10,1,924,838
5,10,1,930,826
5,10,1,936,806
5,10,1,944,783
5,10,1,952,761
5,10,1,963,724
5,10,1,975,690
5,10,1,987,665
5,10,1,999,629
5,10,1,1009,604
5,10,1,1019,584
5,10,1,1024,568
5,10,1,1028,555
5,10,1,1032,543
5,10,1,1036,530
5,10,1,1039,514
5,10,1,1043,498
5,10,1,1047,480
5,10,1,1051,461
5,10,1,1054,441
5,10,1,1060,419
5,10,1,1064,395
5,10,1,1068,370
5,10,1,1072,342
5,10,1,1076,312
5,10,1,1078,283
5,10,1,1082,255
5,10,1,1086,229
5,10,1,1089,205
5,10,1,1091,189
5,10,1,1091,172
5,10,1,1093,156
5,10,1,1093,142
5,10,1,1093,129
5,10,1,1093,121
5,10,1,1093,115
5,10,1,1093,111
5,10,1,1093,108
5,10,1,1093,106
5,10,1,1093,105
5,10,1,1094,103
5,10,1,1096,100
5,10,1,1098,99
5,10,1,1103,94
5,10,1,1111,88
5,10,1,1118,82
5,10,1,1126,77
5,10,1,1133,71
5,10,1,1137,66
5,10,1,1138,61
5,10,1,1138,55
5,10,1,1135,49
5,10,1,1130,42
5,10,1,1120,34
5,10,1,1107,26
5,10,1,1085,16
5,10,1,1057,2
5,10,1,1019,0
5,10,1,977,0
5,10,1,927,0
5,10,1,873,0
5,10,1,815,0
5,10,1,754,0
5,10,1,690,0
5,10,1,624,0
5,10,1,558,0
5,10,1,492,0
5,10,1,431,0
0,11,1,968,878
5,11,1,963,871
5,11,1,957,863
5,11,1,952,855
5,11,1,947,845
5,11,1,939,834
5,11,1,931,824
5,11,1,926,812
5,11,1,921,805
5,11,1,917,797
5,11,1,916,793
5,11,1,916,788
5,11,1,916,785
5,11,1,917,778
5,11,1,919,767
5,11,1,925,751
5,11,1,932,731
5,11,1,942,706
5,11,1,954,674
5,11,1,966,641
5,11,1,982,595
5,11,1,994,552
5,11,1,1006,509
5,11,1,1017,464
5,11,1,1031,416
5,11,1,1043,365
5,11,1,1057,324
5,11,1,1069,267
5,11,1,1083,225
5,11,1,1092,192
5,11,1,1100,167
5,11,1,1102,151
5,11,1,1104,142
5,11,1,1104,134
5,11,1,1104,130
5,11,1,1101,124
5,11,1,1098,121
5,11,1,1095,120
5,11,1,1090,118
5,11,1,1088,118
5,11,1,1085,117
5,11,1,1084,117
5,11,1,1083,117
5,11,1,1083,117
5,11,1,1083,117
5,11,1,1083,117
5,11,1,1083,117
5,11,1,1083,117
5,11,1,1083,117
5,11,1,1088,117
5,11,1,1100,115
5,11,1,1120,111
5,11,1,1146,107
5,11,1,1180,101
5,11,1,1218,95
5,11,1,1262,91
5,11,1,1307,85
5,11,1,1355,83
5,11,1,1403,79
5,11,1,1455,77
0,12,1,907,830
5,12,1,907,817
5,12,1,907,804
5,12,1,909,790
5,12,1,909,777
5,12,1,909,761
5,12,1,911,741
5,12,1,913,719
5,12,1,917,695
5,12,1,921,667
5,12,1,930,636
5,12,1,936,601
5,12,1,950,573
5,12,1,964,528
5,12,1,974,493
5,12,1,986,457
5,12,1,995,424
5,12,1,1003,393
5,12,1,1011,361
5,12,1,1015,333
5,12,1,1017,305
5,12,1,1015,274
5,12,1,1009,246
5,12,1,1003,204
5,12,1,993,175
5,12,1,988,149
5,12,1,980,128
5,12,1,974,108
5,12,1,968,94
5,12,1,962,78
5,12,1,959,67
5,12,1,955,55
5,12,1,954,49
5,12,1,952,42
5,12,1,952,36
5,12,1,952,32
5,12,1,952,28
5,12,1,952,24
5,12,1,954,20
5,12,1,955,17
5,12,1,956,11
5,12,1,958,8
5,12,1,960,7
5,12,1,964,2
5,12,1,967,0
5,12,1,974,0
5,12,1,983,0
5,12,1,994,0
5,12,1,1010,0
5,12,1,1028,0
5,12,1,1050,0
5,12,1,1076,0
5,12,1,1104,0
5,12,1,1138,0
5,12,1,1178,0
5,12,1,1227,0
5,12,1,1283,0
5,12,1,1347,0
5,12,1,1415,0
5,12,1,1484,0
0,13,1,922,886
5,13,1,922,866
5,13,1,922,838
5,13,1,922,804
5,13,1,924,767
5,13,1,928,723
5,13,1,934,689
5,13,1,940,634
5,13,1,948,585
5,13,1,957,533
5,13,1,965,482
5,13,1,969,432
5,13,1,971,385
5,13,1,973,337
5,13,1,971,287
5,13,1,963,232
5,13,1,958,172
5,13,1,954,117
5,13,1,950,65
5,13,1,948,22
5,13,1,948,0
5,13,1,948,0
5,13,1,950,0
5,13,1,953,0
5,13,1,957,0
5,13,1,959,0
5,13,1,962,0
5,13,1,964,0
5,13,1,965,0
5,13,1,966,0
5,13,1,966,0
5,13,1,966,0
5,13,1,966,0
5,13,1,966,0
5,13,1,966,0
5,13,1,966,0
5,13,1,966,1
5,13,1,968,4
5,13,1,969,9
5,13,1,970,14
5,13,1,973,17
5,13,1,975,22
5,13,1,980,27
5,13,1,985,33
5,13,1,995,36
5,13,1,1006,40
5,13,1,1022,44
5,13,1,1042,46
5,13,1,1064,46
5,13,1,1082,44
5,13,1,1113,42
5,13,1,1135,38
5,13,1,1157,34
5,13,1,1175,26
5,13,1,1185,21
5,13,1,1188,18
5,13,1,1188,13
5,13,1,1183,1
5,13,1,1169,0
5,13,1,1145,0
5,13,1,1115,0
5,13,1,1076,0
5,13,1,1030,0
5,13,1,976,0
5,13,1,916,0
5,13,1,850,0
5,13,1,778,0
5,13,1,700,0
5,13,1,620,0
5,13,1,536,0
5,13,1,451,0
0,14,1,929,806
5,14,1,931,797
5,14,1,936,786
5,14,1,942,770
5,14,1,952,754
5,14,1,964,726
5,14,1,977,703
5,14,1,991,663
5,14,1,1005,627
5,14,1,1017,590
5,14,1,1029,549
5,14,1,1039,505
5,14,1,1049,462
5,14,1,1056,425
5,14,1,1060,371
5,14,1,1064,328
5,14,1,1066,286
5,14,1,1066,246
5,14,1,1066,204
5,14,1,1062,168
5,14,1,1056,135
5,14,1,1051,109
5,14,1,1047,89
5,14,1,1043,74
5,14,1,1043,60
5,14,1,1043,49
5,14,1,1043,38
5,14,1,1047,27
5,14,1,1050,13
5,14,1,1054,2
5,14,1,1056,0
5,14,1,1059,0
5,14,1,1061,0
5,14,1,1063,0
5,14,1,1064,0
5,14,1,1066,0
5,14,1,1068,0
5,14,1,1073,0
5,14,1,1083,0
5,14,1,1098,0
5,14,1,1122,0
5,14,1,1152,0
5,14,1,1190,0
5,14,1,1234,0
5,14,1,1280,0
5,14,1,1332,0
5,14,1,1386,0
5,14,1,1440,0
0,15,1,906,833
5,15,1,910,815
5,15,1,916,791
5,15,1,924,769
5,15,1,928,752
5,15,1,932,738
5,15,1,934,722
5,15,1,936,709
5,15,1,937,691
5,15,1,939,671
5,15,1,939,653
5,15,1,939,633
5,15,1,937,613
5,15,1,933,595
5,15,1,932,580
5,15,1,930,564
5,15,1,928,550
5,15,1,926,535
5,15,1,924,519
5,15,1,923,503
5,15,1,921,490
5,15,1,919,481
5,15,1,917,467
5,15,1,919,454
5,15,1,923,436
5,15,1,929,416
5,15,1,938,393
5,15,1,950,369
5,15,1,964,345
5,15,1,978,325
5,15,1,994,299
5,15,1,1010,274
5,15,1,1022,250
5,15,1,1034,228
5,15,1,1040,210
5,15,1,1042,195
5,15,1,1042,186
5,15,1,1036,176
5,15,1,1027,167
5,15,1,1011,155
5,15,1,987,143
5,15,1,953,129
5,15,1,913,113
5,15,1,865,95
5,15,1,811,75
5,15,1,753,55
5,15,1,695,33
5,15,1,631,9
5,15,1,567,0
5,15,1,503,0
5,15,1,439,0
0,16,1,941,854
5,16,1,941,838
5,16,1,943,814
5,16,1,949,785
5,16,1,955,753
5,16,1,961,715
5,16,1,969,676
5,16,1,976,633
5,16,1,982,593
5,16,1,988,561
5,16,1,994,534
5,16,1,998,508
5,16,1,998,482
5,16,1,1000,460
5,16,1,1002,438
5,16,1,1004,420
5,16,1,1006,404
5,16,1,1008,391
5,16,1,1011,377
5,16,1,1013,364
5,16,1,1016,353
5,16,1,1018,344
5,16,1,1020,335
5,16,1,1021,329
5,16,1,1021,322
5,16,1,1023,318
5,16,1,1023,313
5,16,1,1023,311
5,16,1,1023,309
5,16,1,1023,308
5,16,1,1023,306
5,16,1,1023,305
5,16,1,1023,303
5,16,1,1023,302
5,16,1,1023,301
5,16,1,1023,300
5,16,1,1023,300
5,16,1,1023,299
5,16,1,1023,299
5,16,1,1023,299
5,16,1,1023,299
5,16,1,1024,298
5,16,1,1024,298
5,16,1,1024,297
5,16,1,1025,295
5,16,1,1028,290
5,16,1,1035,283
5,16,1,1044,273
5,16,1,1058,261
5,16,1,1074,249
5,16,1,1090,231
5,16,1,1110,210
5,16,1,1134,188
5,16,1,1160,162
5,16,1,1192,132
5,16,1,1232,100
5,16,1,1282,66
5,16,1,1338,32
5,16,1,1402,0
5,16,1,1470,0
0,17,1,918,841
5,17,1,916,822
5,17,1,914,796
5,17,1,914,764
5,17,1,912,730
5,17,1,912,692
5,17,1,912,652
5,17,1,914,612
5,17,1,920,568
5,17,1,926,525
5,17,1,932,488
5,17,1,934,428
5,17,1,936,378
5,17,1,936,322
5,17,1,934,271
5,17,1,930,223
5,17,1,930,185
5,17,1,930,155
5,17,1,930,133
5,17,1,930,113
5,17,1,928,93
5,17,1,928,75
5,17,1,928,59
5,17,1,926,48
5,17,1,926,37
5,17,1,926,33
5,17,1,926,31
5,17,1,926,29
5,17,1,926,27
5,17,1,926,26
5,17,1,927,24
5,17,1,927,24
5,17,1,927,24
5,17,1,927,24
5,17,1,927,24
5,17,1,927,24
5,17,1,926,24
5,17,1,924,24
5,17,1,916,24
5,17,1,905,24
5,17,1,890,26
5,17,1,870,28
5,17,1,848,30
5,17,1,822,32
5,17,1,796,32
5,17,1,766,34
5,17,1,732,32
5,17,1,698,28
5,17,1,664,25
5,17,1,626,19
5,17,1,588,15
5,17,1,550,11
5,17,1,512,7
5,17,1,478,3
5,17,1,450,1
0,18,1,970,872
5,18,1,974,854
5,18,1,978,833
5,18,1,982,807
5,18,1,986,777
5,18,1,992,743
5,18,1,1000,708
5,18,1,1006,670
5,18,1,1012,631
5,18,1,1018,593
5,18,1,1023,554
5,18,1,1029,516
5,18,1,1035,484
5,18,1,1041,455
5,18,1,1045,429
5,18,1,1049,403
5,18,1,1053,381
5,18,1,1055,359
5,18,1,1057,337
5,18,1,1059,320
5,18,1,1061,300
5,18,1,1061,282
5,18,1,1063,262
5,18,1,1063,244
5,18,1,1063,226
5,18,1,1063,209
5,18,1,1059,191
5,18,1,1055,173
5,18,1,1049,155
5,18,1,1041,140
5,18,1,1031,124
5,18,1,1020,110
5,18,1,1006,98
5,18,1,992,90
5,18,1,974,82
5,18,1,957,77
5,18,1,933,71
5,18,1,907,67
5,18,1,877,61
5,18,1,843,55
5,18,1,805,49
5,18,1,766,41
5,18,1,720,35
5,18,1,672,27
5,18,1,623,17
5,18,1,569,11
5,18,1,517,3
5,18,1,463,0
0,19,1,914,820
5,19,1,914,815
5,19,1,912,805
5,19,1,908,791
5,19,1,906,772
5,19,1,902,750
5,19,1,900,728
5,19,1,898,704
5,19,1,897,678
5,19,1,893,652
5,19,1,891,627
5,19,1,891,603
5,19,1,889,581
5,19,1,887,557
5,19,1,885,535
5,19,1,881,513
5,19,1,881,493
5,19,1,879,477
5,19,1,879,464
5,19,1,879,450
5,19,1,879,433
5,19,1,879,411
5,19,1,879,387
5,19,1,879,361
5,19,1,881,337
5,19,1,883,311
5,19,1,885,283
5,19,1,887,253
5,19,1,893,222
5,19,1,901,192
5,19,1,908,157
5,19,1,918,121
5,19,1,932,85
5,19,1,948,51
5,19,1,968,17
5,19,1,992,0
5,19,1,1022,0
5,19,1,1056,0
5,19,1,1092,0
5,19,1,1132,0
5,19,1,1170,0
5,19,1,1212,0
5,19,1,1254,0
5,19,1,1296,0
5,19,1,1341,0
5,19,1,1389,0
5,19,1,1441,0
0,20,1,926,888
5,20,1,924,868
5,20,1,924,844
5,20,1,924,818
5,20,1,924,790
5,20,1,926,760
5,20,1,928,728
5,20,1,930,690
5,20,1,930,650
5,20,1,928,606
5,20,1,920,561
5,20,1,908,515
5,20,1,896,474
5,20,1,885,434
5,20,1,873,403
5,20,1,863,375
5,20,1,853,352
5,20,1,845,332
5,20,1,840,314
5,20,1,836,301
5,20,1,832,287
5,20,1,830,276
5,20,1,828,265
5,20,1,828,254
5,20,1,828,246
5,20,1,828,238
5,20,1,828,229
5,20,1,832,222
5,20,1,833,219
5,20,1,834,216
5,20,1,834,215
5,20,1,834,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,835,214
5,20,1,834,214
5,20,1,830,213
5,20,1,826,209
5,20,1,821,207
5,20,1,814,204
5,20,1,805,198
5,20,1,793,194
5,20,1,777,185
5,20,1,759,177
5,20,1,738,165
5,20,1,712,153
5,20,1,686,143
5,20,1,654,133
5,20,1,620,125
5,20,1,584,113
5,20,1,544,101
5,20,1,503,89
5,20,1,457,79
0,21,1,1008,817
5,21,1,1008,808
5,21,1,1008,797
5,21,1,1008,789
5,21,1,1008,782
5,21,1,1008,777
5,21,1,1007,772
5,21,1,1005,768
5,21,1,1004,766
5,21,1,1004,764
5,21,1,1004,763
5,21,1,1004,762
5,21,1,1004,761
5,21,1,1004,761
5,21,1,1006,760
5,21,1,1006,757
5,21,1,1006,756
5,21,1,1006,754
5,21,1,1006,750
5,21,1,1006,745
5,21,1,1006,737
5,21,1,1006,721
5,21,1,1004,706
5,21,1,1002,684
5,21,1,1000,658
5,21,1,996,628
5,21,1,990,596
5,21,1,984,559
5,21,1,978,519
5,21,1,971,477
5,21,1,963,432
5,21,1,951,385
5,21,1,941,334
5,21,1,925,276
5,21,1,909,217
5,21,1,891,157
5,21,1,877,104
5,21,1,865,66
5,21,1,862,22
5,21,1,862,0
5,21,1,867,0
5,21,1,879,0
5,21,1,895,0
5,21,1,915,0
5,21,1,939,0
5,21,1,967,0
5,21,1,996,0
5,21,1,1030,0
5,21,1,1068,0
5,21,1,1104,0
5,21,1,1142,0
5,21,1,1172,0
5,21,1,1196,0
5,21,1,1204,0
5,21,1,1204,0
5,21,1,1202,0
5,21,1,1187,4
5,21,1,1165,11
5,21,1,1112,21
5,21,1,1050,35
5,21,1,972,51
5,21,1,884,67
5,21,1,782,87
5,21,1,674,107
5,21,1,562,125
5,21,1,451,141
0,22,1,1036,877
5,22,1,1034,866
5,22,1,1032,846
5,22,1,1030,822
5,22,1,1028,798
5,22,1,1026,768
5,22,1,1023,736
5,22,1,1021,703
5,22,1,1017,667
5,22,1,1011,631
5,22,1,1005,596
5,22,1,995,560
5,22,1,987,527
5,22,1,979,496
5,22,1,974,462
5,22,1,970,430
5,22,1,964,399
5,22,1,960,367
5,22,1,956,335
5,22,1,950,303
5,22,1,946,275
5,22,1,940,250
5,22,1,936,230
5,22,1,934,212
5,22,1,934,199
5,22,1,934,188
5,22,1,938,176
5,22,1,942,163
5,22,1,948,153
5,22,1,953,144
