trialnumber,blocknumber,success,reactiontime,currentcongruency,currentdirection,currentlocation,previouscongruency,previousdirection,previouslocation
20,2,1,403,0,1,1,0,1,0
21,2,1,370,1,1,1,0,1,1
22,2,1,594,1,0,1,1,1,1
23,2,1,421,0,1,0,1,0,1
24,2,1,322,1,1,1,0,1,0
25,2,1,406,1,1,0,1,1,1
26,2,1,451,1,0,1,1,1,0
27,2,1,403,0,1,1,1,0,1
28,2,1,408,1,0,1,0,1,1
29,2,1,353,1,1,1,1,0,1
30,2,1,378,0,0,0,1,1,1
31,2,1,445,0,1,0,0,0,0
32,2,1,349,0,1,1,0,1,0
33,2,1,428,1,1,1,0,1,1
34,2,1,464,1,0,1,1,1,1
35,2,1,488,0,0,1,1,0,1
36,2,1,364,0,0,0,0,0,1
37,2,1,416,1,0,0,0,0,0
38,2,1,387,0,1,1,1,0,0
39,2,1,758,0,0,1,0,1,1
40,2,1,433,0,1,1,0,0,1
41,2,0,258,1,1,1,0,1,1
42,2,1,402,1,0,1,1,1,1
43,2,1,597,1,0,0,1,0,1
44,2,1,352,1,1,1,1,0,0
45,2,1,425,1,0,0,1,1,1
46,2,1,396,0,0,0,1,0,0
47,2,1,491,0,1,1,0,0,0
48,2,1,517,1,0,1,0,1,1
49,2,1,287,0,0,0,1,0,1
50,2,1,260,0,0,0,0,0,0
51,2,1,575,0,1,0,0,0,0
52,2,1,421,0,0,1,0,1,0
53,2,1,481,1,0,1,0,0,1
54,2,1,761,1,0,1,1,0,1
55,2,1,354,0,1,1,1,0,1
56,2,1,395,0,0,0,0,1,1
57,2,1,668,1,1,1,0,0,0
58,2,1,393,0,1,1,1,1,1
59,2,1,431,0,0,0,0,1,1
60,2,1,980,1,1,0,0,0,0
61,2,1,728,0,1,0,1,1,0
62,2,1,397,1,0,1,0,1,0
63,2,1,401,0,1,0,1,0,1
64,2,1,430,0,1,0,0,1,0
65,2,1,443,1,0,0,0,1,0
66,2,1,474,0,0,1,1,0,0
67,2,1,539,1,1,0,0,0,1
68,2,1,381,0,0,0,1,1,0
69,2,1,575,0,0,1,0,0,0
70,2,1,408,0,0,0,0,0,1
71,2,1,440,0,1,1,0,0,0
72,2,1,503,1,1,0,0,1,1
73,2,1,519,1,1,0,1,1,0
74,2,1,536,0,1,0,1,1,0
75,2,1,443,0,0,1,0,1,0
76,2,1,433,0,1,1,0,0,1
77,2,1,496,0,0,1,0,1,1
78,2,1,557,1,0,1,0,0,1
79,2,1,476,1,1,0,1,0,1
80,2,1,574,1,1,0,1,1,0
81,2,1,354,1,1,1,1,1,0
82,2,1,555,0,0,1,1,1,1
83,2,1,314,0,0,0,0,0,1
84,2,1,511,0,1,1,0,0,0
85,2,1,403,0,0,0,0,1,1
86,2,1,877,1,0,1,0,0,0
87,2,1,379,0,0,0,0,0,0
87,2,1,379,0,0,0,1,0,1
88,2,1,336,1,1,1,0,0,0
89,2,1,463,1,0,0,1,1,1
90,2,1,326,1,0,0,1,0,0
91,2,0,315,0,1,0,1,0,0
92,2,1,410,1,1,0,0,1,0
93,2,1,395,1,1,0,1,1,0
94,2,1,415,0,0,0,1,1,0
95,2,1,442,1,1,1,0,0,0
96,2,1,419,0,1,1,1,1,1
97,2,1,605,0,0,1,0,1,1
98,2,1,585,1,1,0,0,0,1
99,2,1,371,1,0,1,1,1,0
100,2,1,412,1,1,1,1,0,1
101,2,1,539,0,0,1,1,1,1
102,2,1,482,0,1,0,0,0,1
103,2,1,449,0,1,1,0,1,0
104,2,1,507,1,1,0,0,1,1
105,2,1,342,1,0,0,1,1,0
106,2,1,1008,0,1,0,1,0,0
107,2,1,464,0,0,1,0,1,0
108,2,1,319,1,0,0,0,0,1
109,2,1,411,0,0,0,1,0,0
110,2,1,444,0,1,0,0,0,0
111,2,1,375,0,0,0,0,1,0
112,2,1,521,1,0,1,0,0,0
113,2,1,495,1,1,0,1,0,1
114,2,1,547,1,1,0,1,1,0
115,2,1,423,1,0,1,1,1,0
116,2,1,430,1,0,0,1,0,1
117,2,1,465,0,1,1,1,0,0
118,2,1,327,0,0,0,0,1,1
119,2,1,348,1,0,0,0,0,0
120,2,1,586,0,0,1,1,0,0
121,2,1,308,0,0,0,0,0,1
122,2,1,594,0,0,1,0,0,0
123,2,1,404,1,0,0,0,0,1
124,2,1,381,1,0,0,1,0,0
125,2,1,443,0,0,1,1,0,0
126,2,1,470,0,1,0,0,0,1
127,2,1,349,1,1,1,0,1,0
128,2,1,365,1,0,0,1,1,1
129,2,1,320,1,0,0,1,0,0
130,2,1,395,1,1,1,1,0,0
131,2,1,406,0,1,0,1,1,1
132,2,1,451,1,0,1,0,1,0
133,2,1,507,0,1,0,1,0,1
134,2,1,399,0,0,1,0,1,0
135,2,1,339,0,0,0,0,0,1
136,2,1,347,1,0,0,0,0,0
137,2,1,486,0,0,1,1,0,0
138,2,1,378,1,0,0,0,0,1
139,2,1,381,1,1,1,1,0,0
140,2,1,443,0,1,1,1,1,1
141,2,1,568,1,1,0,0,1,1
142,2,1,324,1,1,1,1,1,0
143,2,1,431,0,1,0,1,1,1
144,2,1,279,0,1,1,0,1,0
145,2,1,744,0,0,1,0,1,1
146,2,0,257,0,1,0,0,0,1
147,2,1,390,0,0,0,0,1,0
148,2,1,382,1,0,0,0,0,0
149,2,1,493,1,1,0,1,0,0
150,2,1,427,0,0,1,1,1,0
151,2,1,449,0,0,1,0,0,1
152,2,1,451,0,1,1,0,0,1
153,2,1,439,1,1,1,0,1,1
154,2,0,374,0,1,0,1,1,1
155,2,1,478,1,0,1,0,1,0
156,2,1,467,1,1,0,1,0,1
157,2,1,406,1,0,1,1,1,0
158,2,1,471,0,0,1,1,0,1
159,2,1,720,1,0,0,0,0,1
160,2,1,438,1,0,0,1,0,0
1,3,0,0,0,0,0,0,0,0
2,3,1,456,1,1,1,0,0,0
3,3,0,0,0,0,0,1,1,1
4,3,1,586,0,1,1,0,0,0
5,3,1,651,0,0,0,0,1,1
6,3,1,620,0,1,0,0,0,0
7,3,1,481,1,1,1,0,1,0
8,3,0,392,1,1,0,1,1,1
9,3,1,606,0,0,0,1,1,0
10,3,1,713,0,0,1,0,0,0
11,3,1,559,0,0,1,0,0,1
12,3,1,483,1,1,1,0,0,1
13,3,1,639,0,1,0,1,1,1
14,3,1,700,1,1,0,0,1,0
15,3,1,457,1,1,1,1,1,0
16,3,1,537,1,0,1,1,1,1
17,3,1,539,1,1,0,1,0,1
18,3,1,625,0,0,1,1,1,0
19,3,1,505,1,0,0,0,0,1
20,3,1,497,1,0,0,1,0,0
21,3,1,424,1,1,1,1,0,0
22,3,1,623,1,0,1,1,1,1
23,3,1,739,1,1,0,1,0,1
24,3,1,629,0,1,0,1,1,0
25,3,1,497,1,0,0,0,1,0
26,3,1,516,1,0,0,1,0,0
27,3,1,480,1,1,1,1,0,0
28,3,1,637,0,1,1,1,1,1
29,3,1,506,0,0,0,0,1,1
30,3,1,399,0,0,0,0,0,0
31,3,1,439,1,0,0,0,0,0
32,3,1,432,0,0,0,1,0,0
33,3,1,394,1,0,0,0,0,0
34,3,1,446,1,0,0,1,0,0
35,3,1,728,1,0,1,1,0,0
36,3,1,611,1,1,1,1,0,1
37,3,0,0,0,1,1,1,1,1
38,3,1,394,1,0,0,0,1,1
39,3,1,449,0,1,1,1,0,0
40,3,1,640,0,1,0,0,1,1
41,3,1,515,0,1,1,0,1,0
42,3,1,555,0,1,0,0,1,1
43,3,1,608,0,0,1,0,1,0
44,3,1,594,0,1,0,0,0,1
45,3,1,529,0,0,1,0,1,0
46,3,1,477,0,1,0,0,0,1
47,3,1,664,0,1,0,0,1,0
48,3,1,551,1,1,1,0,1,0
49,3,1,388,1,0,0,1,1,1
50,3,1,491,0,1,1,1,0,0
51,3,1,452,1,0,0,0,1,1
52,3,0,440,0,0,1,1,0,0
53,3,1,464,0,0,1,0,0,1
54,3,1,522,0,1,1,0,0,1
55,3,1,818,0,1,0,0,1,1
56,3,1,560,1,1,0,0,1,0
57,3,1,526,1,1,1,1,1,0
58,3,1,874,0,0,1,1,1,1
59,3,1,575,0,1,0,0,0,1
60,3,1,637,1,1,0,0,1,0
61,3,1,490,0,0,0,1,1,0
62,3,0,0,0,0,1,0,0,0
63,3,1,940,1,1,0,0,0,1
64,3,1,694,0,1,0,1,1,0
65,3,1,455,1,1,1,0,1,0
66,3,1,726,1,0,1,1,1,1
67,3,1,600,0,0,1,1,0,1
68,3,1,459,0,0,0,0,0,1
69,3,1,566,1,0,1,0,0,0
70,3,1,587,0,1,1,1,0,1
71,3,1,460,0,1,1,0,1,1
72,3,1,598,0,0,1,0,1,1
73,3,1,597,1,1,0,0,0,1
74,3,1,525,0,0,1,1,1,0
75,3,1,626,1,0,1,0,0,1
76,3,1,522,1,0,1,1,0,1
77,3,1,514,1,0,1,1,0,1
78,3,1,535,1,1,0,1,0,1
79,3,1,427,0,0,0,1,1,0
80,3,1,421,1,1,1,0,0,0
81,3,1,543,1,1,1,1,1,1
82,3,0,400,0,1,0,1,1,1
83,3,1,698,0,0,0,0,1,0
84,3,1,459,0,0,0,0,0,0
85,3,1,547,1,0,0,0,0,0
86,3,1,494,0,1,1,1,0,0
87,3,1,479,1,1,1,0,1,1
88,3,1,460,0,1,1,1,1,1
89,3,1,473,1,0,0,0,1,1
90,3,1,666,1,0,1,1,0,0
91,3,1,427,1,0,0,1,0,1
92,3,1,608,1,1,0,1,0,0
93,3,1,594,1,1,0,1,1,0
94,3,1,512,1,0,1,1,1,0
95,3,1,643,1,1,0,1,0,1
96,3,1,480,0,1,1,1,1,0
97,3,1,453,0,0,0,0,1,1
98,3,1,486,0,0,0,0,0,0
99,3,1,651,0,0,1,0,0,0
100,3,1,455,1,1,1,0,0,1
101,3,1,560,1,0,1,1,1,1
102,3,1,549,0,0,1,1,0,1
103,3,1,547,1,1,0,0,0,1
104,3,1,474,0,1,1,1,1,0
105,3,1,1016,0,0,1,0,1,1
106,3,1,484,0,0,0,0,0,1
107,3,1,445,0,1,1,0,0,0
108,3,1,392,1,0,0,0,1,1
109,3,1,408,0,0,0,1,0,0
110,3,1,693,1,0,1,0,0,0
111,3,1,502,0,0,1,1,0,1
112,3,1,587,1,0,1,0,0,1
113,3,1,593,0,1,1,1,0,1
114,3,1,539,0,0,1,0,1,1
115,3,1,482,1,0,1,0,0,1
116,3,1,437,1,1,1,1,0,1
117,3,1,363,0,0,0,1,1,1
118,3,1,713,0,1,0,0,0,0
119,3,1,417,1,0,0,0,1,0
120,3,1,604,1,1,0,1,0,0
121,3,1,614,1,1,0,1,1,0
122,3,1,422,1,0,0,1,1,0
123,3,1,445,1,1,1,1,0,0
124,3,1,422,1,0,0,1,1,1
125,3,1,454,0,1,1,1,0,0
126,3,1,610,1,1,0,0,1,1
127,3,1,496,1,0,1,1,1,0
128,3,1,390,0,1,1,1,0,1
129,3,1,424,0,0,0,0,1,1
130,3,1,396,0,1,1,0,0,0
131,3,1,427,0,0,0,0,1,1
132,3,0,373,0,0,1,0,0,0
133,3,1,501,0,1,0,0,0,1
134,3,1,649,0,1,1,0,1,0
135,3,1,377,1,0,0,0,1,1
136,3,1,594,1,0,1,1,0,0
137,3,1,537,0,1,0,1,0,1
138,3,1,499,1,1,1,0,1,0
139,3,0,429,0,1,0,1,1,1
140,3,1,512,1,1,1,0,1,0
141,3,1,562,1,0,1,1,1,1
142,3,1,574,1,1,0,1,0,1
143,3,1,844,0,1,0,1,1,0
144,3,1,457,0,1,0,0,1,0
145,3,1,577,0,0,0,0,0,0
145,3,1,577,0,0,0,0,1,0
146,3,1,601,0,1,0,0,0,0
147,3,1,551,0,0,1,0,1,0
148,3,1,449,1,0,0,0,0,1
149,3,0,424,1,0,1,1,0,0
150,3,1,620,0,1,0,1,0,1
151,3,1,670,1,1,0,0,1,0
152,3,1,658,1,1,0,1,1,0
153,3,1,744,1,1,1,1,1,0
154,3,1,464,1,1,1,1,1,1
155,3,1,551,0,0,1,1,1,1
156,3,1,692,1,1,0,0,0,1
157,3,1,592,1,0,1,1,1,0
158,3,1,1264,0,1,1,1,0,1
159,3,1,539,1,0,1,0,1,1
160,3,1,503,1,0,0,1,0,1
1,4,1,561,1,0,0,1,0,0
2,4,0,365,1,0,1,1,0,0
3,4,1,543,1,1,1,1,0,1
4,4,1,421,1,0,0,1,1,1
5,4,1,481,0,1,1,1,0,0
6,4,0,450,0,0,1,0,1,1
7,4,1,406,0,0,0,0,0,1
8,4,1,734,1,0,1,0,0,0
9,4,1,546,0,0,1,1,0,1
10,4,1,410,0,0,0,0,0,0
10,4,1,410,0,0,0,0,0,1
11,4,1,565,1,0,1,0,0,0
12,4,1,484,0,0,1,1,0,1
13,4,1,535,0,0,1,0,0,1
14,4,1,456,1,0,0,0,0,1
15,4,1,430,1,0,0,1,0,0
16,4,1,438,1,0,0,1,0,0
17,4,1,708,0,1,0,1,0,0
18,4,1,616,0,0,1,0,1,0
19,4,1,467,1,1,1,0,0,1
20,4,1,426,0,0,0,1,1,1
21,4,1,467,1,1,1,0,0,0
22,4,1,536,1,1,1,1,1,1
23,4,1,599,1,0,1,1,1,1
24,4,1,589,0,1,0,1,0,1
25,4,0,362,0,1,0,0,1,0
26,4,1,555,1,1,0,0,1,0
27,4,0,401,0,1,0,1,1,0
28,4,1,558,1,0,1,0,1,0
29,4,1,580,1,0,1,1,0,1
30,4,1,440,0,0,0,1,0,1
31,4,1,656,0,0,1,0,0,0
32,4,1,592,1,1,0,0,0,1
33,4,1,445,1,0,0,1,1,0
34,4,1,598,0,0,1,1,0,0
35,4,1,672,1,1,0,0,0,1
36,4,1,530,1,1,0,1,1,0
37,4,1,597,0,1,0,1,1,0
38,4,1,863,0,1,0,0,1,0
39,4,1,647,1,0,0,0,1,0
40,4,1,467,1,1,1,1,0,0
41,4,0,0,1,1,1,1,1,1
42,4,1,629,1,1,0,1,1,1
43,4,1,513,1,1,0,1,1,0
44,4,1,446,1,0,0,1,1,0
45,4,1,512,1,1,1,1,0,0
46,4,1,593,1,1,1,1,1,1
47,4,1,586,0,1,1,1,1,1
48,4,1,536,0,1,1,0,1,1
49,4,1,549,1,1,1,0,1,1
50,4,1,733,1,0,1,1,1,1
51,4,1,600,1,0,1,1,0,1
52,4,1,617,0,0,1,1,0,1
53,4,0,291,1,1,0,0,0,1
54,4,1,440,0,1,1,1,1,0
55,4,1,520,1,0,0,0,1,1
56,4,1,603,0,0,1,1,0,0
57,4,1,605,0,1,1,0,0,1
58,4,1,563,1,0,1,0,1,1
59,4,1,456,1,0,0,1,0,1
60,4,1,678,1,1,0,1,0,0
61,4,1,551,0,1,1,1,1,0
62,4,1,438,0,0,0,0,1,1
63,4,1,592,1,0,1,0,0,0
64,4,1,496,0,1,1,1,0,1
65,4,1,616,0,1,1,0,1,1
66,4,1,481,0,0,0,0,1,1
67,4,1,840,0,1,1,0,0,0
68,4,1,441,1,0,0,0,1,1
69,4,1,1010,0,0,0,1,0,0
70,4,1,711,1,1,0,0,0,0
71,4,0,0,1,1,1,1,1,0
72,4,1,596,1,0,1,1,1,1
73,4,1,576,0,0,1,1,0,1
74,4,1,426,0,1,1,0,0,1
75,4,1,520,1,0,0,0,1,1
76,4,1,496,1,1,1,1,0,0
77,4,1,363,0,0,0,1,1,1
78,4,1,654,0,0,1,0,0,0
79,4,1,498,0,0,0,0,0,1
80,4,1,439,0,0,0,0,0,0
81,4,1,483,0,1,1,0,0,0
82,4,1,459,1,0,0,0,1,1
83,4,1,585,0,1,0,1,0,0
84,4,1,568,1,1,0,0,1,0
85,4,1,517,0,0,1,1,1,0
86,4,1,493,0,0,1,0,0,1
87,4,1,511,1,1,1,0,0,1
88,4,1,437,1,0,0,1,1,1
89,4,1,440,1,0,0,1,0,0
90,4,1,655,1,1,0,1,0,0
91,4,0,0,1,1,0,1,1,0
92,4,1,678,1,1,0,1,1,0
93,4,1,463,1,1,0,1,1,0
94,4,1,419,1,1,1,1,1,0
95,4,1,571,1,1,0,1,1,1
96,4,1,485,1,1,1,1,1,0
97,4,1,625,1,0,1,1,1,1
98,4,1,556,0,0,1,1,0,1
99,4,1,565,0,1,0,0,0,1
100,4,1,494,1,0,0,0,1,0
101,4,1,549,0,1,0,1,0,0
102,4,1,602,1,0,1,0,1,0
103,4,1,454,1,0,0,1,0,1
104,4,1,429,1,1,1,1,0,0
105,4,1,461,1,1,1,1,1,1
106,4,1,785,0,1,1,1,1,1
107,4,0,440,0,1,0,0,1,1
108,4,0,297,0,0,1,0,1,0
109,4,1,519,0,0,1,0,0,1
110,4,1,530,0,1,0,0,0,1
111,4,1,540,0,1,0,0,1,0
112,4,1,745,0,0,0,0,1,0
113,4,1,410,1,0,0,0,0,0
114,4,1,649,0,0,1,1,0,0
115,4,1,532,0,0,0,0,0,1
116,4,1,414,1,0,0,0,0,0
117,4,1,527,1,1,0,1,0,0
118,4,1,525,1,0,1,1,1,0
119,4,1,557,0,1,0,1,0,1
120,4,1,620,1,1,0,0,1,0
121,4,0,508,1,1,1,1,1,0
122,4,1,405,1,0,0,1,1,1
123,4,1,377,1,1,1,1,0,0
124,4,1,1121,0,1,0,1,1,1
125,4,1,535,0,0,1,0,1,0
126,4,1,417,0,0,0,0,0,1
127,4,1,437,0,0,0,0,0,0
128,4,1,519,0,1,0,0,0,0
129,4,1,665,0,1,0,0,1,0
130,4,1,638,1,1,0,0,1,0
131,4,1,607,1,1,1,1,1,0
132,4,1,371,0,0,0,1,1,1
133,4,1,407,0,0,0,0,0,0
134,4,1,604,0,1,0,0,0,0
135,4,1,410,0,1,1,0,1,0
136,4,1,594,1,0,1,0,1,1
137,4,1,704,1,0,1,1,0,1
138,4,1,934,0,1,0,1,0,1
139,4,1,520,0,1,0,0,1,0
140,4,1,358,0,1,1,0,1,0
141,4,1,428,1,1,1,0,1,1
142,4,0,373,1,1,0,1,1,1
143,4,1,475,0,0,0,1,1,0
144,4,1,568,1,0,1,0,0,0
145,4,1,699,0,0,1,1,0,1
146,4,1,423,0,1,1,0,0,1
147,4,1,510,0,0,0,0,1,1
148,4,1,687,1,0,1,0,0,0
149,4,1,488,0,1,1,1,0,1
150,4,1,592,1,0,1,0,1,1
151,4,1,515,0,1,0,1,0,1
152,4,1,678,1,0,1,0,1,0
153,4,1,453,0,1,1,1,0,1
154,4,1,563,0,1,1,0,1,1
155,4,0,0,0,1,1,0,1,1
156,4,1,730,0,0,1,0,1,1
157,4,1,532,0,0,0,0,0,1
158,4,1,427,0,1,1,0,0,0
159,4,1,565,1,1,0,0,1,1
160,4,1,456,0,0,0,1,1,0
